# omega_cold,sigma8_cold,hubble,ns,omega_baryon
0.27779151,0.65556484,0.66473881,0.94719445,0.05227374
0.35009049,0.80525399,0.68215425,0.99464949,0.05066327
0.28227238,0.70040876,0.60820480,0.94464403,0.04031770
0.27446329,0.79844940,0.68995820,0.92281627,0.04282989
0.32968233,0.77429106,0.61938604,1.00763903,0.04784572
0.27698890,0.79850311,0.60549752,0.98117873,0.04401966
0.27471070,0.67876610,0.75013804,0.96270746,0.04502058
0.38415190,0.88424196,0.67577170,0.96475459,0.04116342
0.34997237,0.75533120,0.79664615,0.94706582,0.04069496
0.26518403,0.72033199,0.61005767,0.94566673,0.05514375
0.34507754,0.75588521,0.74545100,0.99154571,0.04454034
0.30811293,0.77219042,0.68080480,0.92810308,0.05173913
0.23941419,0.66860134,0.77141184,0.92784010,0.05076444
0.27739835,0.69664958,0.76933045,0.97578867,0.05549345
0.29020941,0.71169027,0.62235179,0.97178929,0.05671940
0.39724136,0.82764098,0.65832627,0.94045700,0.05861651
0.31023424,0.71273559,0.77828477,0.93095740,0.04204071
0.23151436,0.72772425,0.68651301,1.00875866,0.05694633
0.28466151,0.81604427,0.70207339,0.98226328,0.05357060
0.35241214,0.84922169,0.76404438,0.99246281,0.04471007
0.28010909,0.80834127,0.66563418,0.96507666,0.04113135
0.33531376,0.83631720,0.69223562,0.96370566,0.05876553
0.36606020,0.79393318,0.69667702,0.98701822,0.05770631
0.26093007,0.67451294,0.73546322,0.95236447,0.05129436
0.33483206,0.79628471,0.70992947,0.95720327,0.04904713
0.24747890,0.76506749,0.65636221,0.96256108,0.04434139
0.29476791,0.88612607,0.66643658,0.97653106,0.05874192
0.36939600,0.66921850,0.72279406,0.97629573,0.05504565
0.29578705,0.75030771,0.64396095,0.97634550,0.04594845
0.36972247,0.75137940,0.74116553,0.94914293,0.04905073
0.32158000,0.76416525,0.70750535,0.99790647,0.04397546
0.29203435,0.87848052,0.76354267,0.92940174,0.05502432
0.39520065,0.69937589,0.66993952,0.99660243,0.04974178
0.34808678,0.77949091,0.64772259,0.94247415,0.04248926
0.27515523,0.67168297,0.70321147,0.96453791,0.05783758
0.30007293,0.78508707,0.76950920,0.94788700,0.04032010
0.31773677,0.74665374,0.60486398,0.99573717,0.05337495
0.33378176,0.84217843,0.66494511,0.97987850,0.05951553
0.35262858,0.89243960,0.66988721,0.96990723,0.05216765
0.31967204,0.82242391,0.68799686,1.00145684,0.04043985
0.29226495,0.77290812,0.61898414,0.93364989,0.04121383
0.34591009,0.86116522,0.64493497,0.98637076,0.05534206
0.23101367,0.69580101,0.63865494,0.96053505,0.05149169
0.33484285,0.79216156,0.77326836,0.99842629,0.05409299
0.23418001,0.80528204,0.70731584,0.93027277,0.05479029
0.34486089,0.77884214,0.72834849,0.96869786,0.04818938
0.39127043,0.82389365,0.78715921,0.94951473,0.04577320
0.30598336,0.71500008,0.74145776,0.97933561,0.05511425
0.30343779,0.87177706,0.70760656,0.98708125,0.04173144
0.28391789,0.84542935,0.77443885,1.00999308,0.04473834
0.25135700,0.66712364,0.78592515,0.96727049,0.05252797
0.29720283,0.85039670,0.76108078,0.99795736,0.04929152
0.30215327,0.85777157,0.71013630,1.00833490,0.05645435
0.38830336,0.69595919,0.67518835,0.93921940,0.05604125
0.33918591,0.77375108,0.79292429,0.98134470,0.04403453
0.25480591,0.86732590,0.67043093,0.94806284,0.04690791
0.24082717,0.71811274,0.64317092,0.95574406,0.05032093
0.34145985,0.82260324,0.62225308,0.94166915,0.04681860
0.28549398,0.72297925,0.62627381,0.99374594,0.05268211
0.34616025,0.84878300,0.71011356,0.92035619,0.04101832
0.24665287,0.73647139,0.61676491,0.92972882,0.04599345
0.35296885,0.79206406,0.77684760,0.93211057,0.05456922
0.29240107,0.75545282,0.69447965,0.92314154,0.04319528
0.28789580,0.69913185,0.64385223,0.99596345,0.05928619
0.29682961,0.79351212,0.78764567,0.99557847,0.05151245
0.27475811,0.71389886,0.60168919,0.98527506,0.05352654
0.24023228,0.77754979,0.74860649,0.92928349,0.05954210
0.32261179,0.71354692,0.69187954,0.96485200,0.05065780
0.36375981,0.76514820,0.69674158,0.95721013,0.04530261
0.33709777,0.75752276,0.63599293,0.97656032,0.05932685
0.30980939,0.75066818,0.73622037,0.95529555,0.04015572
0.29146589,0.87141740,0.60873157,0.93160439,0.05242479
0.30976913,0.66889608,0.66329908,0.96015088,0.04566957
0.29945663,0.76921361,0.61618567,0.98425853,0.04668620
0.25903053,0.72360043,0.75557429,0.96010647,0.05979125
0.24759778,0.73703844,0.79902259,0.98690821,0.04344283
0.31916075,0.79316850,0.61664017,0.99916467,0.04631372
0.33418953,0.73957233,0.75887597,0.94973339,0.04799632
0.33686038,0.85700295,0.78916056,0.94193046,0.05648109
0.24870800,0.68046986,0.77916537,0.96112478,0.04536378
0.36793977,0.75504245,0.62849688,0.96427116,0.04531979
0.25896699,0.65719406,0.71795361,0.94542110,0.04966263
0.23800078,0.80981102,0.60989988,0.96499654,0.05582011
0.28873883,0.84745648,0.71059391,0.93768061,0.04333231
0.36255104,0.65418224,0.74803087,0.96161534,0.05481576
0.33346200,0.74546602,0.70635953,0.94933608,0.05921480
0.38924587,0.71766112,0.73873548,0.95832633,0.04037604
0.34254944,0.68890314,0.71973237,0.93398039,0.05072304
0.32739829,0.85402757,0.73205118,0.96287818,0.04173423
0.25084558,0.73184939,0.65594000,0.93587705,0.04391854
0.24261471,0.88399269,0.68124424,0.99485479,0.05258429
0.25859924,0.86222154,0.78196638,0.96385156,0.05454933
0.35076445,0.69970287,0.69225716,0.92324520,0.04929275
0.33803548,0.85735823,0.73081390,0.97788745,0.05769536
0.36915702,0.70807952,0.78967247,0.92210511,0.05526226
0.30976369,0.71842492,0.65479050,0.99784038,0.04880365
0.27268725,0.68242889,0.73518472,0.92715796,0.04762590
0.30631579,0.87401322,0.72199803,0.94992229,0.04820900
0.24881877,0.68286869,0.72855328,0.97633583,0.04920600
0.26810439,0.68957006,0.75342805,0.93490185,0.04100119
0.28326740,0.79265859,0.60897939,0.94064118,0.04601837
0.31423149,0.71736170,0.64589105,0.94868435,0.04170112
0.32625495,0.68143369,0.65860877,0.92749437,0.04083481
0.27350077,0.83546459,0.63071431,0.92436797,0.04635647
0.39694121,0.83319445,0.70098230,0.95855739,0.05925228
0.23634541,0.79461831,0.61078244,0.95462660,0.05363052
0.37830451,0.69879606,0.79277446,0.98075440,0.04372917
0.32028891,0.73492467,0.70241840,0.93886107,0.04161966
0.24085609,0.80343206,0.64698013,1.00080918,0.05026147
0.31077093,0.69659320,0.61000593,0.97442675,0.04011829
0.27714043,0.71570051,0.79356071,0.92053080,0.04177900
0.33960918,0.77391865,0.62976044,0.98649943,0.04584547
0.38823586,0.75421049,0.74906278,0.98769240,0.05554470
0.28864887,0.74748213,0.72605182,0.95993774,0.04639683
0.31488142,0.85538130,0.61616632,0.95397111,0.04557193
0.29552584,0.77665848,0.78324592,0.92444953,0.05167340
0.26603624,0.82022275,0.63094594,0.97783426,0.05540095
0.27299856,0.83410768,0.79093677,0.98794827,0.05043758
0.32530314,0.65949961,0.71116918,1.00300361,0.04169668
0.26284025,0.85817597,0.63529338,0.96631467,0.04927682
0.39047295,0.72380665,0.76592894,0.94698975,0.05826259
0.28694015,0.88093586,0.63972524,0.96018812,0.05339527
0.37580359,0.81706873,0.62886850,0.94565630,0.05193576
0.35056769,0.77636977,0.60913670,0.93021636,0.04827660
0.37608498,0.75359124,0.74592765,0.95708961,0.05590543
0.30175583,0.73412073,0.78630205,0.94152547,0.04810502
0.31131891,0.88250100,0.69737397,0.96459931,0.05999408
0.28531458,0.73333505,0.67213873,0.98268263,0.04475386
0.30649439,0.86126984,0.63552403,0.98438183,0.04176919
0.23733223,0.65632632,0.63523397,0.98382740,0.05814778
0.37400943,0.83045385,0.76875049,0.97776067,0.05547695
0.24618964,0.81014169,0.77231835,0.93740310,0.05267262
0.27550937,0.67114525,0.79622171,0.96607589,0.05071267
0.35231732,0.86576106,0.63083877,0.95625861,0.04821239
0.29181960,0.69106677,0.74484833,0.92287758,0.04634352
0.37215692,0.75114000,0.78929452,0.96786732,0.04592616
0.26146393,0.89302037,0.77489292,0.99550946,0.04807985
0.35705781,0.70694635,0.64536719,0.96932723,0.05318124
0.28120901,0.82467420,0.78153582,0.94156404,0.04738881
0.29101878,0.77566210,0.71228068,0.92628070,0.05263187
0.36148113,0.85237490,0.69432877,0.94342699,0.04015930
0.32308093,0.73971132,0.61332880,0.95976958,0.04264941
0.35616193,0.85657442,0.75628809,0.98241935,0.04697131
0.27303831,0.86693003,0.75669236,0.92937728,0.05597808
0.38765578,0.66193006,0.69109972,0.96197272,0.05029497
0.23883949,0.84945665,0.65375479,0.95732713,0.04193642
0.26276595,0.78428861,0.69837328,0.96036459,0.04468017
0.36529294,0.70435921,0.66633119,0.97438365,0.04436391
0.25971313,0.85416436,0.66445517,0.99572560,0.04192091
0.23325611,0.76641447,0.73548432,0.94305260,0.04579200
0.26429305,0.88076294,0.61806966,1.00307099,0.04652978
0.29659581,0.87791795,0.60537927,0.94224406,0.04883543
0.37431297,0.82186268,0.70177378,0.98098909,0.04007398
0.35249517,0.73243824,0.62055068,0.93667055,0.04256402
0.30381353,0.69204010,0.73902287,0.92861637,0.05905803
0.25026887,0.89598189,0.78135848,0.93638652,0.04654883
0.37593612,0.84715594,0.77364013,0.97581614,0.04931714
0.31444126,0.86467905,0.74294366,0.97901642,0.05185201
0.36550092,0.69479709,0.62149735,0.95335908,0.04022839
0.28597330,0.82968472,0.77531284,0.96192457,0.04788569
0.33970916,0.80884537,0.75433063,0.93898613,0.05779479
0.38963834,0.86612561,0.71230199,0.97976635,0.05933576
0.30896390,0.84244505,0.60015556,0.99553800,0.04001215
0.36455108,0.85260603,0.76590328,0.94611460,0.04559826
0.35797619,0.74267581,0.79300516,1.00348066,0.04381155
0.31432012,0.74301810,0.64207123,0.96516862,0.05302701
0.39425212,0.81732977,0.74682990,1.00305722,0.04063727
0.39256114,0.75365550,0.66174195,0.97815043,0.05876311
0.23284182,0.78446178,0.74792724,0.92029993,0.04945720
0.34649274,0.69125769,0.74211384,0.99801428,0.04736329
0.29229505,0.88522906,0.68389954,0.94126484,0.05851088
0.28620020,0.78919486,0.76694502,0.97214577,0.05322078
0.26049742,0.65674710,0.78819219,0.92136832,0.05421891
0.34731169,0.68551472,0.70518862,0.95563443,0.05753546
0.27168065,0.69158762,0.73264710,0.97691765,0.04940281
0.29615223,0.67798790,0.65536867,0.96804528,0.04313753
0.35114312,0.74929137,0.64608791,0.98992495,0.04655229
0.37267907,0.68252789,0.65055726,0.97637470,0.04891028
0.36040263,0.89503471,0.76379073,0.92064859,0.04013244
0.35623631,0.66060466,0.64233548,1.00251546,0.05705850
0.29812405,0.82560858,0.64378340,0.92908499,0.04309614
0.31860154,0.79724111,0.60096434,0.97896523,0.04123911
0.25218886,0.68078654,0.69301625,0.96573643,0.05889340
0.37044885,0.83777158,0.74866331,1.00909746,0.04418840
0.37502745,0.68124170,0.61364060,0.93617128,0.04430071
0.25990315,0.70912979,0.73329541,1.00895368,0.04561748
0.23897697,0.84886886,0.63228981,0.94930985,0.05388328
0.38391106,0.89696637,0.75416800,0.99196917,0.04126712
0.39458540,0.72816610,0.66248491,0.95787647,0.05726098
0.29789443,0.65857423,0.70708381,0.98935530,0.04921352
0.30924788,0.69151605,0.71658632,0.96678031,0.05880804
0.27962195,0.84855066,0.68913862,0.99748714,0.04614550
0.36259559,0.66362513,0.61721083,0.99478892,0.05048804
0.30457487,0.69852319,0.79773952,1.00994183,0.05030016
0.38520971,0.65753187,0.73609479,0.92345403,0.05954659
0.27503729,0.86588602,0.78549595,0.96310994,0.04898653
0.31478581,0.80608944,0.61229573,0.93927114,0.04855386
0.34247807,0.87215779,0.70205553,0.99159065,0.04978096
0.36840395,0.79030247,0.79708907,0.99529339,0.05197331
0.32637932,0.76959167,0.75670464,1.00217729,0.04044971
0.26666507,0.69430310,0.62538638,0.94040732,0.04151140
0.28526838,0.72717778,0.74399201,1.00029123,0.04885217
0.32811867,0.67249178,0.64006908,0.97712832,0.04583648
0.30472287,0.85476970,0.70417287,0.96362596,0.04315389
0.31880218,0.88229960,0.62600358,1.00844195,0.04272585
0.30760863,0.68582276,0.61866631,0.93074258,0.05214636
0.24351189,0.70539789,0.62117543,0.94886361,0.04114034
0.24915414,0.84906985,0.79371686,1.00214101,0.04008959
0.25743990,0.74879950,0.78702240,0.93540763,0.05556235
0.30628876,0.67767307,0.77922402,0.95339669,0.05439224
0.35745321,0.77402546,0.72998336,0.93050083,0.05928918
0.31509016,0.83771710,0.65210907,0.98261986,0.05046667
0.29969418,0.89359862,0.64096064,0.98782540,0.05457139
0.35209180,0.89895662,0.74999559,0.93833655,0.05981844
0.39443637,0.66619288,0.67701877,0.98193512,0.04986281
0.39224535,0.65295117,0.73458555,0.95155216,0.05794294
0.39033735,0.87601544,0.70118880,0.93866503,0.04265957
0.29135046,0.83129565,0.66588690,0.93471503,0.05959270
0.36713926,0.71398557,0.61265433,0.99539415,0.04086387
0.26136326,0.75300131,0.60266700,0.97459464,0.04012773
0.31932194,0.81369413,0.78799313,0.99641991,0.04624518
0.38263160,0.85392782,0.70872258,0.99372792,0.04540768
0.26789438,0.77266094,0.71253040,0.99173841,0.04012195
0.30910179,0.83311315,0.60982427,0.95571902,0.04742553
0.23131648,0.74865310,0.79877423,1.00187004,0.04975090
0.24052232,0.81639053,0.73532887,0.98841796,0.04790472
0.30831813,0.70488200,0.63170397,0.93270045,0.04953265
0.26716945,0.69009231,0.67883151,0.99619322,0.05052659
0.39690558,0.72493966,0.69004988,0.96944915,0.04046331
0.28922047,0.65016032,0.64118154,0.94027995,0.05789149
0.37548860,0.69022362,0.61393455,0.96190303,0.04634911
0.38788517,0.88593673,0.77218377,0.99825889,0.05592353
0.37268888,0.81640661,0.64254994,0.96508602,0.04917094
0.23821868,0.79101724,0.74152292,0.94067113,0.04807393
0.26881539,0.74177894,0.69102715,0.96500478,0.04315605
0.28381570,0.67318985,0.71678818,0.95192813,0.04118889
0.30561657,0.71239406,0.77391703,1.00545119,0.05654099
0.39747188,0.79345112,0.71370623,0.97082312,0.05240951
0.32186445,0.87091734,0.72776426,0.96319832,0.05188761
0.27596100,0.73654206,0.72954707,0.97259699,0.04623572
0.35164271,0.76887279,0.64545557,0.92335422,0.04059684
0.39069157,0.86485892,0.75944362,0.99414031,0.05812851
0.37142866,0.76392301,0.76149311,1.00900975,0.05188182
0.32070718,0.81846892,0.67990200,0.98852696,0.04105684
0.38589450,0.78122501,0.65269180,0.95042430,0.04312470
0.26400135,0.71898007,0.60127871,0.93117158,0.05666350
0.33056767,0.81583632,0.75640607,0.96946257,0.05951337
0.28052883,0.84552120,0.74138301,0.95689590,0.05861483
0.24223863,0.73317614,0.69526185,0.94581929,0.05682067
0.28345152,0.78544695,0.61074845,1.00602335,0.04633299
0.33703330,0.67647380,0.62476162,1.00511321,0.05262569
0.38669867,0.76370948,0.78140214,0.98318756,0.04971133
0.26777744,0.72273975,0.74756790,0.98495696,0.04713605
0.35068059,0.74912629,0.77304872,0.94024186,0.05366776
0.27347509,0.70115400,0.63514426,0.95824091,0.04268710
0.30765404,0.76229618,0.77940587,0.95536139,0.04810873
0.26170326,0.81894390,0.63989242,0.94995987,0.05134630
0.39945269,0.72922176,0.72402549,0.99613886,0.04849918
0.37738124,0.79504799,0.64222888,0.98031368,0.05979266
0.33301627,0.82254108,0.60774681,1.00008168,0.05940577
0.34328318,0.87492234,0.63959921,0.95469511,0.04555109
0.33943693,0.72609363,0.65773985,0.97166224,0.04365655
0.24968647,0.84387447,0.67361726,0.95226759,0.05539334
0.32385592,0.72069248,0.62561825,0.92483446,0.04050425
0.33734417,0.73759036,0.76350462,0.98535232,0.04202442
0.24393131,0.74312604,0.64203420,0.92092156,0.04096238
0.35252080,0.66565133,0.73981210,0.99910371,0.04443542
0.39862896,0.83937039,0.70015157,0.99137072,0.04895238
0.34157956,0.80172133,0.75309203,0.92551575,0.05207986
0.25460059,0.81671271,0.76577821,0.95657855,0.05842585
0.27648827,0.69894424,0.69125671,0.97980020,0.04761856
0.34673072,0.73742948,0.66556165,0.96813374,0.05104609
0.30696021,0.88230419,0.78059415,0.96665443,0.05857255
0.26498863,0.89507942,0.71890713,1.00149653,0.04998859
0.29125669,0.72877384,0.70479079,1.00234070,0.05109982
0.38982480,0.73394881,0.76030174,0.97871195,0.05450060
0.33181049,0.86157881,0.74383044,0.95848797,0.04671870
0.28610782,0.68711092,0.69580511,1.00414274,0.05495939
0.29662433,0.70636615,0.67197455,0.96043420,0.05626328
0.31766361,0.80162891,0.73650878,0.92583229,0.05416583
0.28070056,0.67919760,0.65841082,0.98694756,0.04818264
0.33538733,0.83269405,0.61309613,0.98938622,0.05791152
0.24982750,0.89251206,0.62156346,0.99432217,0.05451324
0.23838250,0.86070557,0.61757702,0.93324948,0.04803104
0.29586294,0.65513243,0.77640228,0.97603615,0.05739035
0.26596654,0.84055067,0.68472677,0.94605704,0.04844028
0.23989190,0.84714159,0.68336328,0.97254270,0.05942049
0.25620580,0.86871872,0.68088950,0.93610642,0.05090823
0.25715636,0.87354020,0.75439003,0.92101760,0.04248077
0.25287811,0.69248750,0.63903069,0.97901021,0.05053253
0.28485444,0.74668769,0.70831118,1.00283180,0.04279687
0.27575238,0.82399643,0.61697423,0.99428804,0.05392818
0.35993024,0.87994817,0.72982132,0.99778567,0.04859204
0.39804792,0.75494698,0.66907795,0.99724720,0.05805749
0.31334184,0.73476909,0.65804799,0.97583744,0.04323269
0.31178621,0.81206012,0.64990678,0.97418719,0.05912248
0.37255134,0.78617476,0.69662099,0.99816099,0.05100954
0.32776553,0.79726564,0.77789384,0.99333832,0.05543041
0.31419002,0.67722167,0.76710584,0.92591549,0.05661697
0.31782207,0.66111791,0.61643883,0.99964974,0.04007536
0.31852754,0.82512304,0.60010868,0.92704789,0.04839441
0.24142957,0.73563346,0.78400539,0.92814055,0.05367720
0.37918679,0.78072251,0.74006876,1.00498275,0.05563976
0.29340544,0.75278032,0.76131489,1.00061817,0.05202368
0.28866411,0.88143109,0.72603867,0.92218443,0.05020204
0.30708691,0.80350984,0.66226718,0.95578223,0.04772326
0.33447519,0.78529423,0.60705532,0.98668453,0.04054778
0.35402980,0.77626067,0.77987101,0.97627149,0.04118795
0.36071802,0.78085375,0.61356952,0.93433843,0.04800320
0.23297366,0.77966556,0.71477107,0.94829721,0.04859533
0.28468364,0.84375280,0.64661498,0.95047722,0.04223335
0.34843983,0.80887026,0.69262552,0.99280505,0.04943204
0.38102810,0.82410516,0.78905793,0.95484378,0.05667629
0.25327915,0.66360303,0.78000401,0.94836518,0.04093961
0.29592052,0.86350760,0.76189038,0.97404461,0.05137252
0.36424824,0.85016477,0.78885075,1.00360547,0.04206172
0.36748329,0.67687877,0.64754604,0.92749744,0.04281548
0.37561927,0.80577332,0.72312557,0.94366854,0.05651812
0.37838283,0.70737990,0.62007131,0.97171639,0.04097511
0.37474584,0.66008066,0.78097524,0.94244704,0.04500257
0.33273531,0.77836905,0.61291820,0.96143534,0.04681071
0.36385545,0.69127502,0.64320078,0.92890074,0.04796855
0.37781057,0.77631648,0.73675519,0.99918353,0.04624621
0.31974231,0.81221825,0.67717103,1.00224630,0.05986382
0.37305789,0.77612665,0.64867194,0.92398828,0.05070465
0.35155694,0.73207952,0.65775054,0.99430807,0.05902945
0.34120189,0.73892102,0.65711514,0.92629568,0.04394123
0.30669993,0.69282020,0.75654278,0.95098168,0.04487125
0.30675762,0.66415437,0.60753778,0.92630389,0.04590339
0.25209081,0.83968205,0.63569983,0.94259438,0.04317742
0.34215692,0.65094725,0.71284365,1.00903211,0.04244958
0.33698492,0.87727406,0.71086814,0.96765948,0.05970592
0.25736576,0.67082307,0.61610535,0.97791765,0.05972582
0.33254214,0.86912799,0.67317598,0.98059427,0.05114663
0.27203997,0.88242631,0.61563954,0.96581136,0.05833728
0.32072645,0.65884056,0.77558054,0.97449024,0.05378788
0.36989399,0.78624641,0.68929891,0.97556559,0.04720035
0.25429040,0.88384553,0.76526112,1.00796950,0.05976743
0.27898403,0.81421892,0.73447011,0.94867099,0.05739275
0.36357310,0.88454129,0.79039712,0.92224680,0.05628248
0.36540862,0.76775536,0.76660051,0.97028458,0.04001006
0.38076234,0.70251927,0.71500784,1.00904422,0.05768783
0.30489688,0.84666593,0.60316582,0.96619373,0.04219999
0.27753341,0.83186026,0.65207578,0.92022273,0.04102175
0.26085659,0.83656924,0.78498119,0.96209962,0.05842840
0.31729482,0.68888792,0.68829262,0.97840699,0.04948202
0.37030575,0.66934361,0.67916495,0.96803183,0.04904415
0.37381275,0.86344523,0.67769454,0.98271060,0.04255414
0.38663280,0.70417143,0.70792374,0.93911408,0.04187381
0.37249964,0.79509981,0.62780335,0.93167694,0.05573551
0.32126495,0.75819344,0.77184934,0.94786786,0.04324646
0.23483708,0.80880533,0.62295862,0.96729571,0.04766363
0.25968478,0.89511263,0.68729791,0.96658976,0.05662816
0.38895281,0.65983194,0.72899240,0.94050570,0.05437554
0.29805699,0.74494348,0.71622342,0.95772166,0.05589123
0.24248379,0.82309187,0.69241689,0.97742688,0.04885546
0.39421615,0.83090804,0.75388521,0.99732389,0.04190602
0.31200985,0.86962282,0.73803079,0.93184482,0.05657956
0.35428057,0.68085133,0.73110448,0.93641751,0.05764824
0.38435709,0.84075752,0.71688394,0.97365596,0.04487391
0.29352597,0.83815646,0.68638611,0.99536697,0.05236537
0.34805443,0.86689933,0.61654130,0.92769001,0.04079850
0.24293218,0.83904795,0.63429874,0.92685067,0.05466170
0.24853299,0.69991837,0.61248917,0.98378964,0.04792990
0.35531478,0.75034082,0.71359130,0.94108159,0.05072137
0.32510542,0.73458356,0.66071821,0.99999785,0.05857982
0.39479788,0.68759872,0.67266816,0.96996724,0.05943026
0.35213209,0.69374978,0.75822854,0.95596391,0.05639978
0.25650320,0.74503857,0.72799946,0.94029635,0.04895417
0.29977568,0.84815735,0.62516440,0.99014839,0.04706301
0.38912284,0.82263682,0.70817481,0.94941196,0.05416928
0.39964160,0.81554842,0.64471062,0.92720951,0.04029779
0.27977135,0.73837925,0.73631196,0.94342917,0.05126492
0.34241073,0.79229597,0.70215295,0.94877640,0.05185995
0.24065580,0.85809034,0.71886651,0.95092841,0.04162656
0.29132364,0.67644922,0.79796197,0.93541858,0.05441546
0.32213176,0.77211730,0.64302187,0.94522355,0.05533521
0.38980150,0.86445998,0.60231724,1.00662837,0.04706041
0.25495026,0.87398682,0.75574746,0.93298241,0.05080400
0.38591538,0.71420892,0.64868413,1.00521977,0.04332591
0.39898046,0.71535669,0.60279213,1.00125184,0.05266967
0.39563083,0.76309009,0.60136890,0.93652255,0.05926072
0.25453178,0.80692524,0.77460334,0.94618601,0.04376091
0.24984744,0.80294611,0.63462291,0.96664092,0.04767072
0.28509325,0.69649617,0.78348254,0.94055439,0.05234385
0.37994636,0.72255739,0.60355761,0.96221714,0.05055642
0.23618920,0.80536309,0.71630416,0.97682313,0.05878459
0.28580153,0.80645392,0.72994448,0.98783944,0.04474770
0.24713927,0.88259918,0.74910642,0.99600072,0.05935985
0.29062729,0.80678793,0.75666280,0.97068612,0.05407800
0.27220878,0.71076826,0.68556696,0.99199674,0.04787576
0.26908331,0.88474729,0.76453290,0.96204911,0.05033069
0.29386356,0.78847574,0.68434998,0.92899093,0.05056599
0.30701100,0.81891797,0.71894376,0.99370961,0.04322971
0.28222643,0.71285015,0.61059896,0.96799549,0.04950255
0.34307500,0.67626485,0.65293611,0.92269149,0.05270566
0.29860749,0.71486689,0.78465723,0.99713417,0.05952932
0.35920667,0.73664080,0.64445767,0.97534215,0.04433898
0.27485753,0.81127459,0.79108804,0.95448996,0.04425470
0.35405261,0.88364613,0.60322057,0.93418210,0.04176547
0.28626129,0.76789987,0.63251115,0.92786424,0.05630450
0.37866912,0.75933461,0.79577157,0.94170521,0.05008235
0.39616638,0.70716259,0.60197773,0.99844203,0.04941928
0.37232912,0.83785387,0.74182014,0.95688715,0.04415309
0.34978598,0.65294197,0.66784919,0.96120491,0.04430553
0.23514625,0.86539110,0.69954845,0.95928257,0.05033958
0.36965246,0.76735477,0.64908228,0.93449086,0.04924236
0.25517467,0.88924756,0.70429002,0.98886331,0.05139053
0.36905621,0.82547673,0.67747380,0.98881780,0.05138827
0.32024410,0.67618116,0.67018502,0.96422789,0.05777838
0.29748333,0.87014091,0.68686393,0.95212478,0.05681678
0.32391800,0.75146996,0.77299086,0.96361427,0.04070742
0.28131838,0.86777173,0.77771038,0.93087840,0.04031463
0.32665970,0.80271882,0.69085876,0.95364163,0.05742037
0.32892460,0.83440590,0.63330270,0.99202622,0.04294020
0.30948408,0.67125578,0.77864768,0.97823585,0.04270947
0.29697799,0.72138968,0.75243012,1.00433915,0.04964193
0.29557597,0.84573688,0.73165954,0.92581103,0.05288515
0.24124560,0.75581916,0.60339932,0.93170636,0.05804433
0.38485627,0.89167048,0.74180707,0.99676169,0.04980966
0.25949281,0.79129945,0.72987655,0.97440667,0.04665437
0.39937881,0.84766666,0.68474386,0.92337324,0.05331372
0.38944148,0.73720372,0.64728570,0.99102238,0.05552655
0.37567056,0.74104038,0.78620372,0.99527675,0.05480297
0.37468492,0.78435054,0.78935210,0.98917113,0.05276976
0.28592979,0.71023491,0.67974775,0.99599389,0.05430368
0.25861902,0.69733911,0.74459393,0.95275804,0.04545628
0.28100027,0.67419111,0.70114604,1.00279221,0.05383795
0.30531156,0.88321252,0.71494887,0.92392814,0.05827551
0.36105670,0.87328169,0.69329808,0.99402893,0.05577809
0.23314719,0.88845935,0.70829603,0.93958987,0.05042370
0.34070703,0.73440553,0.62668179,0.98125343,0.04060207
0.33489057,0.72393314,0.69020237,1.00775505,0.04049937
0.35326438,0.86667421,0.68451916,0.95555278,0.05203933
0.26746708,0.74904719,0.68458669,0.99411555,0.04062518
0.37062778,0.65250066,0.73324583,0.95180849,0.04808477
0.23907838,0.69089250,0.65668434,0.93594426,0.04464369
0.29798743,0.73595426,0.69782273,0.99692370,0.04560651
0.25470903,0.74497653,0.66691581,0.97726630,0.05222914
0.24161810,0.88960800,0.79886369,0.99827276,0.04889240
0.38946680,0.70347618,0.66279304,0.93381845,0.05628647
0.33316422,0.65679610,0.67929900,0.95935600,0.05601701
0.31192913,0.85026074,0.62964574,0.93085365,0.05342573
0.29739206,0.74140547,0.66612595,0.92632929,0.04584007
0.25645295,0.83445889,0.73695361,0.96555787,0.05288074
0.28971367,0.84139632,0.62407569,0.98015657,0.04841387
0.24674861,0.68775245,0.76238623,0.92586745,0.05904431
0.35175989,0.85409307,0.62220741,0.94085177,0.05810858
0.35534265,0.70823696,0.63410096,0.95427706,0.05203028
0.35607585,0.66192279,0.61770175,0.94186181,0.04119130
0.37625451,0.83844438,0.73855939,0.99121513,0.05108903
0.34905002,0.67274600,0.63790099,0.96929756,0.04422835
0.23470549,0.67327279,0.72950439,0.93794286,0.04938708
0.26988213,0.77861709,0.70957054,0.92809429,0.05414382
0.39844082,0.70598871,0.65673650,0.98460713,0.04175508
0.35556811,0.83990157,0.65002470,0.94869756,0.04205606
0.36399756,0.89357430,0.70481767,0.93686404,0.05311983
0.31939475,0.74466648,0.60328054,0.96450075,0.05627358
0.27663150,0.75413715,0.72271854,0.98047027,0.05514465
0.37291059,0.69555939,0.72190301,0.99340687,0.04922228
0.24921437,0.73658314,0.74771731,0.99396665,0.05229513
0.33154881,0.68011522,0.76286759,0.95375547,0.04769488
0.30056029,0.78320246,0.74131253,0.93509542,0.04442077
0.33979645,0.66605481,0.70364145,0.98893316,0.04996410
0.33517158,0.74342716,0.63148248,0.94059414,0.05628433
