# omega_cold,sigma8_cold
0.30664327,0.66525002
0.26815289,0.78955379
0.35727311,0.76198728
0.30622844,0.89623957
0.39123128,0.89046185
0.24490519,0.66578549
0.26074929,0.71604992
0.33206399,0.70634517
0.27587669,0.73077779
0.31395641,0.77067887
0.37362355,0.81962481
0.27168079,0.75880172
0.33399573,0.67450176
0.23132073,0.67993209
0.37079788,0.85240061
0.36117169,0.65492619
0.26764834,0.84060405
0.28017474,0.74183588
0.25268889,0.70487929
0.37077251,0.79678769
0.29030648,0.88133144
0.37984698,0.76113299
0.28787675,0.75785852
0.36243554,0.69130726
0.35791100,0.69873648
0.33325471,0.78495801
0.35892669,0.69536953
0.39061953,0.69986412
0.32515753,0.67030032
0.26505000,0.65739951
0.38223311,0.79886889
0.25421266,0.67375560
0.29496439,0.72119362
0.37744913,0.80319963
0.31483541,0.84585964
0.29925763,0.70675457
0.33057602,0.69514229
0.38706920,0.80775996
0.30115957,0.88492017
0.39119939,0.76160166
0.26851220,0.82763580
0.35582301,0.70643899
0.28275008,0.73766509
0.38024770,0.77135488
0.31078523,0.85392118
0.38311040,0.73538538
0.34066643,0.65296998
0.39169071,0.65505820
0.30732200,0.80499333
0.34724038,0.89739942
0.31346779,0.82708704
0.37002374,0.74035086
0.32585498,0.79044791
0.39831670,0.70968187
0.30493308,0.89454530
0.33495080,0.83449340
0.31211652,0.86361286
0.24007911,0.76913038
0.39932976,0.87985973
0.35012193,0.83190934
0.35620319,0.71711264
0.35720594,0.65012509
0.26748108,0.65895218
0.24931339,0.86568947
0.39605083,0.80471547
0.36455518,0.83118453
0.35189774,0.70512410
0.25657359,0.84479790
0.27374020,0.86054313
0.35886891,0.78982762
0.32073257,0.66337006
0.24514067,0.66918049
0.31261104,0.76954564
0.36686027,0.83603435
0.34350946,0.72815845
0.39144872,0.72928237
0.26358774,0.87282845
0.32896747,0.81717001
0.32594004,0.70589362
0.23337899,0.73558567
0.29251296,0.71355413
0.27400624,0.72642333
0.38696977,0.86163916
0.32754265,0.73955260
0.27484644,0.87999871
0.36437147,0.83130886
0.38527356,0.75128412
0.29196281,0.79017326
0.39342111,0.76605909
0.31514870,0.70216375
0.36827885,0.80163903
0.23887569,0.85790328
0.37576915,0.85605760
0.38982277,0.82068072
0.31035278,0.86204869
0.26833209,0.88053459
0.24402882,0.77143110
0.23473308,0.79232288
0.30335471,0.76445545
0.33064766,0.86983043
0.32563923,0.77176481
0.37026837,0.77344571
0.33026495,0.72090866
0.38023589,0.76497620
0.36175159,0.77670626
0.32502967,0.84058799
0.24327877,0.71518916
0.28533564,0.65133369
0.36042214,0.65958727
0.28938617,0.74337337
0.28317014,0.87663207
0.38801233,0.70934129
0.26590927,0.75138061
0.35400619,0.76725108
0.25511027,0.89401316
0.25367828,0.85590568
0.27926187,0.80002893
0.26334402,0.80424015
0.32734954,0.87886168
0.28654328,0.79831964
0.28202122,0.81069922
0.30284892,0.82202701
0.35751030,0.67877317
0.32675032,0.67507893
0.24095928,0.80261204
0.26956224,0.74349520
0.36904931,0.73028923
0.23103403,0.82597921
0.26113848,0.77785164
0.31737033,0.76368714
0.37554680,0.86183998
0.39352609,0.78300806
0.30907085,0.70586447
0.28410656,0.75437283
0.28212580,0.81043962
0.35414234,0.70663827
0.35026767,0.69948290
0.30929465,0.87592570
0.23693364,0.83068566
0.24827392,0.77345480
0.31128352,0.74243929
0.32389436,0.76211362
0.25226613,0.66708819
0.33225380,0.80250255
0.34682857,0.80008099
0.34203213,0.70818021
0.37258866,0.78307203
0.30074765,0.70560165
0.35209487,0.76745580
0.26088552,0.85864514
0.33567404,0.66804645
0.35257707,0.85246554
0.39441887,0.77465807
0.37842769,0.77238056
0.30616874,0.82958898
0.37528357,0.66741055
0.30717156,0.80613293
0.37515897,0.74627341
0.27092146,0.68158482
0.32399020,0.82794255
0.26530917,0.76163414
0.24634319,0.86144820
0.36911153,0.66355268
0.36804769,0.85531727
0.25196913,0.71520417
0.26611164,0.82785057
0.29484417,0.67256697
0.36801454,0.67547959
0.29430649,0.67274421
0.29800468,0.88466389
0.26946012,0.78009641
0.25721129,0.83246830
0.32183914,0.75945602
0.31897025,0.74548805
0.27792076,0.89148245
0.39202713,0.88158055
0.27638921,0.76875942
0.30863699,0.77677425
0.28023194,0.89064744
0.29712967,0.71768011
0.35457102,0.65363107
0.29691287,0.67878564
0.33085275,0.80360625
0.24120135,0.88528929
0.32055052,0.70160422
0.34182916,0.83462879
0.32848614,0.65418674
0.23107393,0.70150317
0.26550483,0.89250036
0.27918313,0.72648724
0.26821482,0.80656939
0.26614580,0.86107222
0.39737401,0.76990988
0.39837007,0.69495382
0.33414601,0.69288981
0.33624758,0.69945826
0.30523892,0.85306097
0.39435633,0.86901124
0.32275803,0.73633306
0.31354088,0.65943913
0.37683754,0.86584560
0.33984355,0.85094261
0.36510737,0.86450584
0.39591970,0.69791090
0.26231405,0.70171802
0.39852041,0.71224576
0.36039023,0.81355004
0.30363176,0.84333470
0.32382679,0.75735259
0.35398917,0.74229912
0.32870694,0.71835038
0.26436961,0.71891341
0.37505486,0.74339024
0.25734074,0.69764054
0.35340400,0.65263026
0.34738453,0.75245454
0.25485786,0.86513709
0.35381955,0.66112911
0.37634578,0.77604601
0.32959768,0.80061837
0.26497442,0.74379553
0.24685304,0.76928835
0.27709273,0.85576288
0.26080519,0.82600249
0.34758585,0.89180785
0.28499135,0.83307942
0.24904619,0.85481765
0.37191176,0.84418926
0.26711439,0.67920510
0.23698643,0.68094244
0.28284581,0.86156036
0.26651346,0.74569162
0.35218094,0.70668809
0.36189035,0.80476288
0.38695310,0.69845945
0.35596559,0.75179375
0.25068918,0.71390328
0.28532246,0.73384657
0.36656049,0.65502061
0.31404906,0.88612959
0.37070011,0.69520078
0.39409851,0.75908602
0.36684689,0.67309234
0.24445102,0.77097829
0.35097027,0.82451876
0.23804789,0.66862347
0.24862265,0.87423539
0.36053805,0.84676767
0.34744911,0.83212661
0.29144839,0.79816037
0.39861787,0.74240743
0.38626228,0.72337321
0.28848435,0.65453183
0.31161249,0.76944112
0.31192373,0.72557239
0.37383389,0.65761425
0.36388720,0.72595877
0.39839026,0.87696184
0.37724361,0.81536416
0.39487007,0.77972395
0.33318468,0.65470789
0.36740540,0.74869804
0.25318213,0.83455721
0.37111493,0.74273188
0.38874982,0.81078412
0.25663485,0.85045487
0.29420535,0.88067735
0.35060299,0.73899863
0.34623241,0.68663734
0.23876430,0.89118949
0.35847569,0.68465689
0.37385577,0.85744318
0.37188828,0.66070784
0.36073553,0.86973767
0.24043135,0.86603094
0.23968490,0.78574480
0.23869472,0.74061831
0.35960744,0.89884871
0.24901118,0.85280067
0.36951127,0.69779632
0.35038009,0.87881846
0.36785307,0.82511092
0.37237105,0.83488760
0.28889930,0.67705551
0.31904420,0.70220357
0.31699296,0.88665347
0.26485179,0.76531926
0.32452814,0.68880375
0.29151658,0.70082349
0.35773304,0.70726895
0.23369121,0.73216340
0.28007038,0.89507595
0.37316891,0.67295597
0.38614461,0.84192240
0.39935125,0.73111719
0.25484715,0.83151307
0.28485483,0.83857334
0.30827348,0.77259941
0.39192824,0.66695177
0.38133892,0.79423510
0.39482083,0.80898369
0.23187116,0.85932589
0.24122975,0.85498457
0.25004635,0.68517497
0.29652904,0.78443368
0.39884881,0.77104078
0.34936897,0.75439545
0.36752052,0.88330202
0.24708677,0.81806600
0.30440462,0.86555528
0.34385368,0.66976237
0.28607639,0.82642191
0.26604365,0.72513456
0.28407059,0.65532703
0.34890379,0.85042677
0.25442093,0.75721363
0.29693007,0.81795101
0.35642967,0.68472953
0.34362014,0.67271974
0.38280648,0.83242654
0.26691782,0.72020608
0.34410531,0.73922574
0.37108389,0.81611112
0.31329164,0.83827531
0.31282029,0.81627031
0.25866263,0.81700777
0.25807488,0.86687170
0.36230227,0.78082639
0.31776075,0.66311488
0.33986163,0.75222785
0.29558748,0.83989000
0.25812466,0.78961802
0.34742833,0.79389450
0.34618596,0.67798554
0.37162126,0.77059320
0.39426843,0.69662151
0.29601591,0.84924446
0.31169999,0.85242503
0.29954258,0.76555260
0.28003764,0.71485712
0.31645246,0.66659548
0.38997260,0.74442930
0.26195406,0.87783090
0.33642777,0.72130227
0.30823735,0.77469898
0.35162005,0.83817579
0.25181538,0.67407200
0.39626327,0.80568381
0.33755324,0.68415290
0.25540539,0.72390368
0.37103761,0.66159279
0.23799042,0.67626072
0.34333022,0.68803991
0.29092568,0.70765784
0.31118468,0.66832663
0.25177759,0.72713081
0.38234988,0.78120710
0.31290865,0.86800434
0.27672461,0.85715158
0.25352158,0.72926842
0.30813208,0.68531173
0.34728533,0.71787722
0.34934819,0.75743861
0.27157260,0.73282881
0.28339760,0.74294179
0.23564844,0.82824287
0.31580561,0.78445488
0.35036193,0.65496378
0.36578971,0.71574366
0.36088073,0.65911588
0.30855918,0.70533953
0.39421461,0.67608152
0.27880334,0.86676859
0.39032809,0.87197296
0.25974295,0.79763558
0.29041409,0.68434297
0.27298923,0.89684137
0.29033473,0.66391421
0.24658490,0.77544034
0.35274061,0.66347207
0.39920318,0.68319182
0.27489774,0.87764212
0.23933159,0.84871200
0.24442913,0.85455618
0.29322883,0.65393284
0.28528071,0.71565728
0.28786271,0.83655003
0.28756656,0.87483524
0.25477126,0.84638527
0.38812460,0.65024407
0.26980247,0.82051563
0.36712127,0.81337960
0.32251312,0.73373319
0.38133134,0.69576419
0.23228040,0.68439764
0.28272266,0.77878468
0.26568525,0.87022068
0.28814340,0.77246375
0.24541171,0.85494096
0.39854845,0.70821200
0.39998118,0.75038937
0.31461492,0.74143755
0.31877118,0.69549092
0.29212747,0.88923328
0.30738569,0.70791124
0.30818850,0.85284807
0.26808077,0.88804212
0.30054398,0.65021943
0.36661056,0.81783025
0.34360691,0.76401793
0.36147491,0.74682563
0.36721072,0.87382675
0.32856835,0.66882734
0.38292386,0.80704574
0.36055444,0.73879269
0.24069781,0.77957436
0.36662659,0.83283293
0.24437990,0.78839879
0.38245414,0.73273273
0.28954863,0.84879634
0.35809108,0.76138123
0.35783659,0.89014912
0.35469660,0.83412809
0.27285386,0.77401837
0.23943179,0.84438201
0.28895175,0.76787671
0.26027993,0.73998529
0.36868585,0.84670291
0.32284163,0.78743030
0.34335478,0.76550729
0.35077132,0.79275108
0.37569713,0.66791230
0.26921177,0.65450747
0.39126335,0.72338501
0.24941014,0.72219956
0.24258648,0.72220339
0.35637688,0.78371506
0.25774502,0.69793746
0.31652625,0.75061616
0.35315806,0.81437207
0.24668277,0.86326020
0.34317499,0.70760973
0.23992772,0.69064564
0.39695419,0.79574755
0.39233750,0.85217200
0.27820064,0.80394554
0.25410399,0.87547094
0.24600536,0.86010886
0.29157720,0.65107179
0.34810552,0.75968065
0.29598869,0.83892301
0.28868135,0.74694771
0.32793892,0.85341558
0.39664210,0.78048078
0.29274068,0.70410877
0.23435070,0.78526298
0.29563536,0.82911879
0.31183301,0.79518206
0.37168354,0.72663132
0.35947095,0.86810015
0.27707207,0.83485436
0.35872842,0.69368521
0.35645554,0.89928107
0.28345242,0.68687157
0.26735253,0.82062304
0.30234349,0.70370887
0.38334303,0.81673842
0.39790497,0.79996273
0.35870275,0.80126178
0.32804814,0.73650549
0.37322092,0.74132000
0.38492994,0.67792374
0.38212910,0.81054116
0.25246571,0.65104326
0.37513647,0.83032804
0.33097076,0.80421783
0.29395295,0.85757158
0.23005846,0.77513291
0.23231116,0.77289536
0.27815558,0.88399201
0.32202171,0.70069491
0.35797494,0.80831617
0.28796771,0.66644684
0.30039007,0.82744234
0.25031344,0.84065989
0.30084747,0.68622307
0.34900233,0.74594288
0.28717166,0.81880171
0.34108762,0.86836929
0.36877381,0.72996597
0.39707322,0.75378621
0.33496668,0.78697875
0.36427060,0.68035310
0.36306351,0.81983395
0.31827250,0.69862531
0.37603069,0.75350378
0.32972582,0.82441056
0.27174758,0.71377811
0.35114182,0.70419431
0.38399614,0.83813535
0.33163347,0.70944560
0.29386722,0.89529444
0.27324207,0.67397465
0.34611523,0.66726881
0.30707203,0.87951663
0.23699530,0.82980351
0.27055946,0.67619148
0.35378224,0.89937389
0.36989589,0.74635095
0.26684567,0.72102609
0.29987998,0.76936462
0.38910119,0.85894911
0.38508684,0.70681305
0.23597537,0.72536956
0.31335758,0.77992047
0.24509045,0.72174511
0.33265116,0.71853709
0.37193749,0.76102357
0.27658977,0.72405083
0.31314609,0.65236454
0.27447131,0.68712133
0.37388014,0.85162106
0.28457818,0.73815193
0.25600659,0.69917232
0.26843997,0.65906349
0.27993100,0.80944235
0.34244433,0.67195192
0.39323108,0.74645498
0.33851726,0.79340468
0.28628410,0.78153915
0.30083681,0.70522600
0.25845693,0.75294836
0.28943373,0.79564248
0.27009285,0.74179281
0.39218597,0.83512019
0.23272920,0.82913666
0.28254133,0.73334371
0.27899162,0.83610735
0.26454114,0.67681770
0.28912027,0.88953864
0.26638506,0.79953930
0.28256619,0.79868301
0.36076675,0.78598209
0.32540147,0.77692555
0.30966563,0.86866068
0.28596119,0.67457068
0.26925956,0.72473960
0.30837551,0.83801569
0.39686328,0.81369530
0.30195836,0.88734811
0.30980107,0.65076112
0.24688190,0.86478126
0.25902293,0.87093727
0.38715114,0.74837645
0.33435073,0.76624736
0.37533893,0.76409699
0.29039969,0.83663268
0.29239281,0.85317103
0.35511874,0.69962784
0.31226075,0.80142412
0.25565774,0.65010381
0.31687825,0.88083650
0.33014127,0.72301904
0.33055916,0.84525377
0.32757454,0.78361815
0.33027845,0.72264874
0.28075722,0.84454936
0.37244660,0.78144360
0.29280327,0.83291142
0.31228276,0.76410099
0.29583476,0.80669779
0.24430126,0.77659947
0.31091621,0.82067367
0.26882973,0.76962487
0.34756362,0.80283940
0.39245790,0.80101776
0.33320915,0.69938164
0.25057965,0.68656605
0.23117613,0.81035607
0.30229422,0.85564147
0.31850134,0.78272296
0.38959508,0.89354939
0.36710240,0.78705357
0.36851943,0.66747886
0.37455740,0.70175940
0.25616089,0.79945753
0.39634024,0.70976202
0.23639277,0.85775323
0.32024904,0.85418158
0.24708323,0.74914933
0.37461852,0.71859574
0.26682719,0.88744092
0.38597473,0.75282530
0.39366693,0.80289015
0.34246318,0.72273700
0.25046001,0.69770968
0.25035094,0.86566746
0.37093872,0.65927491
0.30833838,0.77551735
0.29500339,0.80022506
0.33275507,0.89254692
0.29626149,0.65271617
0.29412424,0.89913923
0.34950609,0.69353576
0.30246412,0.68307363
0.33213836,0.74867461
0.39972973,0.89538020
0.33604471,0.85435691
0.24314489,0.84503494
0.28347218,0.83497376
0.23885599,0.87793182
0.35749821,0.81074395
0.23218452,0.68852090
0.39480157,0.74262982
0.33657568,0.80269876
0.38776973,0.88010383
0.34170083,0.74513260
0.23845598,0.68091632
0.34879130,0.74258368
0.27083173,0.77900350
0.32122920,0.78752221
0.36932004,0.65401422
0.32189853,0.70995097
0.34113377,0.71548518
0.34828857,0.83346140
0.26557349,0.88344526
0.25189339,0.85891420
0.31436325,0.71973167
0.30069548,0.80641017
0.36493185,0.78325017
0.28087552,0.66080245
0.38198330,0.82322330
0.31829232,0.74174452
0.28052971,0.86483612
0.30803859,0.84778091
0.35229233,0.79466543
0.24781828,0.73662569
0.35350880,0.68671957
0.37801708,0.89746977
0.28092481,0.87959408
0.35821568,0.71295823
0.33488292,0.70234315
0.27380253,0.66593810
0.32228087,0.86579777
0.26719857,0.66184681
0.30987854,0.73725016
0.26017177,0.74879747
0.23352515,0.77666517
0.27297444,0.88419991
0.39258665,0.77503693
0.32070807,0.73488056
0.35835242,0.74762138
0.31708527,0.76324634
0.32936013,0.76176902
0.24443662,0.89584136
0.29741358,0.71278315
0.29256302,0.67214247
0.30630944,0.86717554
0.39057656,0.86003322
0.24792348,0.70466215
0.25066812,0.73007146
0.37508672,0.84898723
0.24732685,0.85815725
0.30247250,0.69175073
0.36127863,0.83874809
0.39742611,0.69405978
0.32663497,0.79659546
0.35759209,0.86231626
0.39555724,0.81890415
0.33081983,0.79383682
0.39086143,0.76333593
0.25156938,0.81258501
0.29826631,0.67473362
0.29798052,0.71017515
0.34592688,0.75481457
0.39645888,0.84824030
0.29196974,0.83125861
0.30786506,0.85467778
0.33134624,0.82093326
0.28672149,0.85858405
0.26621893,0.72033058
0.37252791,0.72774461
0.34914796,0.78717637
0.32225038,0.86539089
0.33433913,0.73478870
0.37627025,0.84852594
0.30034865,0.74902896
0.36016562,0.79556828
0.29064587,0.67658360
0.27001455,0.82000634
0.35860160,0.83224342
0.35926278,0.83910385
0.37821055,0.72606173
0.26288106,0.87582968
0.26528537,0.66590546
0.37742049,0.75186242
0.23610099,0.80006433
0.27624815,0.68189800
0.38703814,0.66703371
0.25083156,0.76354864
0.37208438,0.75961622
0.33394067,0.87162826
0.34496574,0.65100703
0.29839818,0.87147541
0.29709739,0.76783630
0.38421393,0.74369231
0.26644720,0.73302370
0.36393529,0.89705769
0.32185610,0.83509548
0.36222841,0.80216557
0.35236661,0.82814705
0.25058978,0.89932729
0.30725101,0.77847978
0.37976386,0.84720717
0.27521015,0.79176439
0.35372612,0.86079274
0.38272098,0.85835243
0.34416709,0.84869618
0.23512873,0.75943102
0.28895838,0.69717214
0.33402943,0.69921082
0.25110263,0.81410822
0.28166369,0.80636634
0.34020590,0.79681047
0.27099670,0.87001316
0.37264582,0.71274629
0.34328910,0.87679829
0.29141097,0.67003114
0.28448480,0.65666943
0.34889159,0.89241233
0.39038919,0.85653378
0.24587415,0.89817436
0.35991397,0.78329136
0.23862985,0.79585128
0.26483224,0.84551175
0.36206318,0.83145752
0.24722714,0.65644980
0.38482526,0.67871694
0.39660386,0.89392029
0.25438282,0.86548436
0.35019591,0.77129560
0.28868962,0.84908158
0.27995468,0.73991649
0.30325017,0.66744275
0.38305501,0.83031476
0.24379205,0.82180650
0.35549954,0.86210816
0.27087462,0.88671204
0.36205264,0.81662893
0.31552761,0.85846334
0.34621313,0.73602505
0.23162373,0.84673189
0.31175906,0.86669407
0.39158420,0.72703867
0.29715362,0.71354187
0.38971866,0.84010863
0.28154918,0.77626786
0.36946001,0.70567046
0.37430881,0.69502275
0.35782084,0.74246974
0.24479714,0.82663897
0.27395746,0.83525347
0.29530507,0.86500192
0.26363221,0.71559961
0.26425647,0.84130356
0.33625620,0.75153663
0.28922030,0.84916295
0.32770292,0.66278717
0.28172801,0.68562355
0.25255685,0.82591871
0.25234875,0.89360269
0.39326394,0.82731701
0.24512621,0.65801136
0.29780251,0.65161170
0.23010282,0.89517512
0.35493576,0.87770487
0.32784578,0.82351051
0.33143302,0.75470539
0.24327408,0.83811958
0.28297134,0.89845978
0.39114829,0.69249992
0.35329232,0.85111558
0.26109653,0.65919903
0.30199417,0.78833449
0.36207994,0.66655422
0.27390093,0.67290127
0.29059966,0.82266505
0.35268938,0.66712231
0.38698147,0.69304971
0.34088273,0.89984616
0.24690482,0.77015505
0.34282844,0.74587091
0.25738118,0.81189361
0.30843149,0.72932620
0.27028828,0.81471442
0.34054323,0.74934299
0.27953327,0.74603213
0.29815950,0.77482968
0.25039311,0.74713483
0.38237281,0.76635372
0.23374136,0.86896828
0.33043625,0.80182959
0.38052149,0.73375831
0.27960628,0.71846396
0.33683239,0.79560753
0.36561355,0.86415621
0.24788076,0.79444127
0.35283533,0.68965630
0.37112182,0.81655417
0.23081960,0.68816010
0.28466962,0.72485911
0.26806492,0.65825892
0.23029077,0.75402502
0.30720789,0.75023192
0.23027982,0.71236363
0.30887592,0.85981885
0.32978686,0.82525921
0.32300459,0.74093922
0.36111210,0.75846404
0.24334747,0.78053892
0.28444959,0.73892520
0.37888864,0.76668350
0.35913614,0.70327180
0.30407298,0.82774481
0.39994069,0.82477055
0.38638719,0.73254385
0.28101270,0.84567227
0.30580775,0.65866760
0.24185719,0.72214169
0.25851283,0.88579434
0.31287601,0.67076697
0.27608523,0.75569399
0.36514874,0.70236328
0.23948175,0.77150285
0.37819721,0.82754417
0.38598433,0.80557010
0.38541096,0.68339248
0.27713916,0.72202028
0.23484605,0.71738333
0.26529334,0.87851858
0.24820943,0.78981594
0.25561655,0.75070488
0.35010399,0.65546488
0.37343207,0.79320957
0.26077819,0.72789116
0.32009872,0.74697523
0.39275503,0.69614362
0.26256799,0.84440230
0.24377402,0.77526357
0.23421676,0.78282368
0.24980681,0.78877349
0.25644535,0.75617365
0.33273102,0.66782714
0.26293606,0.88879455
0.33491929,0.73728876
0.38970951,0.68809947
0.24967484,0.66745966
0.29684563,0.67606308
0.38051214,0.82543721
0.32903869,0.89448436
0.28887491,0.81592116
0.33743459,0.84512830
0.39767941,0.83626170
0.29688272,0.84521055
0.37614782,0.76747990
0.39585331,0.73754867
0.34974594,0.65555745
0.25426572,0.89086544
0.38433383,0.77840742
0.30242842,0.87069650
0.39724448,0.69493903
0.37101631,0.79981106
0.28903491,0.83437728
0.36789739,0.81433727
0.34848802,0.80765656
0.23413609,0.77808014
0.28356147,0.83138910
0.23526714,0.70865089
0.39630954,0.83295877
0.33528601,0.68109606
0.37575179,0.74742392
0.29504954,0.70870013
0.39985669,0.67470025
0.35952085,0.69564019
0.34838967,0.66532808
0.33881150,0.82163303
0.32057794,0.80693083
0.33618832,0.76699619
0.30129676,0.88840963
0.38577950,0.80149405
0.30144602,0.78064020
0.31203358,0.74954024
0.38987842,0.87122211
0.32085028,0.75158477
0.38476552,0.79941440
0.37892992,0.79858498
0.24292665,0.70425887
0.24161614,0.84604742
0.25631082,0.81787457
0.31050427,0.83336426
0.25647352,0.86829582
0.29311026,0.80384233
0.39484251,0.66850702
0.27453878,0.88224143
0.37265735,0.68818211
0.28851061,0.86430131
0.33857904,0.78967953
0.38882590,0.68778340
0.23557459,0.73620322
0.34180023,0.82214559
0.36063943,0.70637998
0.24003221,0.89216201
0.27050283,0.71745623
0.39881295,0.66185588
0.37989946,0.70180895
0.38201642,0.74162121
0.26589740,0.67424858
0.31859705,0.73325569
0.23995865,0.79076145
0.38888138,0.65662756
0.29999206,0.86986189
0.25042200,0.77434740
0.27029263,0.85068212
0.32528296,0.84392548
0.24830862,0.68408429
0.34459408,0.71408202
0.35906280,0.84484797
0.39125407,0.72095015
0.37973130,0.84588469
0.39261318,0.68960395
0.31751109,0.89003613
0.30112884,0.88291669
0.36405453,0.77222778
0.25544335,0.74791548
0.26047583,0.86365476
0.31527318,0.88243422
0.27376440,0.80959025
0.29300179,0.78364565
0.39583249,0.85429710
0.24970888,0.73687159
0.27489554,0.67186544
0.35824377,0.81469635
0.24029952,0.74616859
0.30514787,0.89120605
0.24945050,0.67050621
0.27828632,0.74895231
0.25715716,0.68205917
0.28034700,0.88691682
0.28400336,0.80554629
0.28382546,0.76217362
0.23265753,0.79395339
0.35708354,0.68309824
0.34154672,0.67276642
0.30177425,0.85205772
0.24317974,0.72866210
0.39306894,0.75058194
0.38442687,0.88754443
0.23912878,0.68171225
0.30094311,0.74180976
0.28151850,0.85565185
0.33345907,0.89492313
0.31738141,0.66052743
0.34781539,0.75276885
0.33290151,0.77825587
0.29572754,0.84199443
0.34431628,0.87847944
0.26969738,0.66046096
0.34775011,0.85553256
0.34730802,0.84818956
0.27928155,0.87342185
0.28001808,0.80097438
0.39306311,0.76465238
0.28149803,0.83839989
0.37046570,0.78310592
0.26062690,0.69078828
0.26375420,0.82216995
0.32726174,0.72494742
0.26116938,0.82282075
0.28507921,0.68187142
0.39466422,0.84597060
0.31179927,0.87432155
0.39386750,0.73936386
0.23952096,0.65298339
0.34732497,0.82630858
0.37075931,0.75635123
0.34490374,0.82301810
0.32704232,0.81001995
0.25821069,0.86145573
0.31379402,0.85664152
0.32325021,0.84465709
0.29095824,0.87368427
0.38021786,0.67643090
0.26954200,0.75192399
0.24871356,0.72612137
0.37148837,0.79638864
0.26765706,0.86271378
0.29113764,0.87009059
0.34858657,0.67962914
0.34881886,0.76674123
0.31124446,0.86813754
0.26102180,0.86436292
0.31694353,0.78829082
0.23906366,0.78138667
0.28379705,0.85095353
0.33756813,0.70153964
0.28667624,0.78716594
0.23789825,0.66934548
0.31371501,0.75699640
0.29434120,0.80346097
0.35657743,0.88210901
0.39606126,0.77189247
0.37053751,0.81993776
0.38177442,0.83066212
0.37518465,0.78563449
0.23538138,0.83722635
0.27970627,0.86222800
0.28071440,0.86341451
0.25695940,0.66304610
0.36814333,0.78889416
0.37423014,0.85648742
0.32087415,0.75415951
0.27113634,0.86708929
0.35765405,0.80504404
0.23481233,0.71800014
0.35336812,0.85811172
0.28762708,0.72725946
0.30007418,0.67545258
0.34504028,0.83236967
0.25134278,0.87096913
0.23838271,0.73714522
0.32337838,0.73429970
0.33973191,0.69517026
0.32898968,0.81152831
0.25293674,0.88259364
0.39730068,0.71551445
0.34172782,0.78414192
0.28683840,0.78039046
0.39017081,0.87503536
0.33826024,0.66528117
0.25331794,0.80941203
0.35376402,0.66214864
0.31000078,0.84304059
0.29367820,0.87879063
0.31657941,0.70378520
0.24034158,0.76043020
0.24346994,0.66969009
0.30925511,0.89068184
0.29756603,0.75746983
0.39023097,0.79893521
0.37261838,0.68335547
0.36986044,0.74400127
0.24037629,0.78830085
0.23277251,0.84667493
0.24141316,0.80827054
0.29643098,0.85671756
0.28247079,0.78514973
0.34469499,0.82172427
0.34366794,0.75935277
0.29871404,0.82306379
0.27734058,0.69135367
0.24332608,0.83435064
0.23790985,0.75433740
0.28166136,0.86154955
0.25583074,0.77281465
0.25256167,0.82515894
0.30120566,0.66691935
0.32595683,0.82377093
0.31022866,0.85510986
0.23687123,0.70243876
0.27975426,0.84745409
0.25113625,0.85470733
0.27784602,0.79822810
0.29170613,0.77153996
0.26786246,0.82627168
0.32323126,0.80279119
0.36807187,0.65819802
0.29841067,0.77923053
0.36625010,0.87557209
0.39907780,0.65969468
0.37137654,0.82986961
0.30219533,0.87602419
0.32886185,0.83333278
0.27017689,0.77896079
0.23822858,0.65041318
0.34915538,0.72145885
0.24570657,0.71892975
0.35055407,0.70758366
0.33792994,0.84373906
0.27306303,0.72666961
0.24310700,0.86706856
0.31286671,0.81262947
0.23332106,0.74612702
0.37250326,0.68739023
0.37708007,0.83974455
0.32488149,0.89277299
0.38957487,0.83002785
0.29933319,0.77437384
0.29023603,0.89756233
0.38247547,0.74855794
0.39450892,0.80249486
0.28582361,0.79348244
0.31801734,0.77388131
0.39747528,0.72369182
0.36650824,0.76364493
0.23548419,0.66136121
0.35906504,0.88354401
0.33100268,0.88872119
0.30560387,0.72982472
0.23495285,0.70449592
0.35197193,0.85168603
0.33139862,0.65741322
0.35217375,0.68692616
0.27193406,0.74291145
0.28152948,0.69388340
0.24211551,0.83521119
0.39114159,0.80106136
0.38392767,0.65723105
0.28266859,0.71972001
0.28227361,0.82961524
0.38679892,0.85651558
0.29639131,0.69161236
0.39240208,0.68301477
0.32378760,0.68841745
0.31991970,0.68196860
0.38852043,0.71671651
0.37916232,0.66042650
0.30079904,0.89097011
0.33413485,0.82389120
0.38779417,0.84748840
0.37763345,0.79407716
0.32789231,0.68304377
0.29827867,0.83748995
0.25144682,0.77207552
0.37337326,0.82538828
0.35360428,0.78864554
0.24245074,0.82128122
0.29358618,0.85191677
0.27977499,0.75503824
0.33314743,0.84938073
0.37083412,0.71675322
0.33196969,0.66479085
0.38077925,0.73693132
0.25966573,0.72738944
0.35485398,0.77651518
0.37409646,0.80472720
0.24128937,0.69489607
0.28495753,0.80610613
0.39692927,0.68427737
0.35179967,0.81422880
0.29943338,0.79527011
0.28676085,0.69125743
0.35741231,0.66428014
0.35152353,0.72518808
0.25564832,0.69010040
0.33684972,0.76395555
0.31549693,0.86623540
0.33788303,0.67801040
0.36313516,0.86219316
0.24952821,0.65668158
0.23300331,0.87378178
0.37048880,0.77921402
0.31516835,0.75015834
0.39814684,0.67733032
0.32068606,0.69468776
0.28117732,0.81378709
