# omega_cold,sigma8_cold,hubble,ns,omega_baryon
0.31653088,0.75517387,0.69775698,0.99638210,0.05013073
0.30618645,0.82013355,0.65817475,0.93861880,0.05265167
0.23257208,0.80907005,0.67137853,1.00382831,0.04045689
0.29635336,0.83116421,0.69150905,0.99397252,0.05362841
0.35012055,0.86790215,0.74153193,0.97338126,0.04065453
0.34047322,0.88719790,0.60199302,0.98441469,0.05242680
0.28658581,0.88621107,0.77757352,0.96634302,0.05740251
0.29919950,0.86259208,0.68584799,0.92956366,0.05640006
0.25816086,0.87632146,0.75170938,1.00857291,0.05038543
0.32698982,0.89791842,0.62605460,0.99471309,0.05617200
0.24705634,0.77498196,0.60550430,0.97269276,0.04984449
0.35495382,0.86184446,0.60693154,0.98800638,0.04413732
0.36849952,0.76194530,0.68451442,0.98289494,0.05663307
0.32404509,0.74372819,0.69087762,0.97796889,0.04504866
0.38381706,0.79216139,0.78848193,0.99843440,0.04197703
0.27990404,0.83411768,0.63194653,0.95927488,0.05391860
0.24371278,0.89935327,0.71294814,0.99887553,0.04361180
0.39926620,0.80889426,0.72773135,0.97199870,0.05116181
0.31504319,0.87336409,0.78259009,0.94005819,0.05646723
0.24747440,0.79422164,0.75364417,0.95678427,0.05073857
0.29068381,0.80591466,0.64927657,0.96474180,0.05329778
0.27008657,0.85808993,0.73212718,0.94443657,0.04158152
0.31286737,0.86694943,0.62640211,0.98461413,0.05326136
0.35537472,0.89651436,0.74961561,0.97665434,0.04975123
0.27211368,0.86520800,0.63948607,0.93438071,0.04568581
0.35382051,0.88888245,0.66919912,0.96351981,0.05977988
0.38213725,0.86864680,0.68678362,0.93878519,0.05880689
0.32089754,0.79188040,0.73541674,1.00175732,0.04090066
0.24124244,0.75646579,0.70905008,0.92268769,0.04672631
0.26476652,0.76620714,0.73934515,0.93755402,0.05697368
0.39214915,0.73625812,0.64510416,0.95610416,0.04400484
0.31543574,0.82941452,0.64199079,1.00113836,0.05680370
0.33017595,0.88871054,0.62888106,0.93805074,0.05488842
0.28822202,0.87727424,0.69689846,0.96554535,0.04295144
0.34100729,0.88380982,0.62749988,0.99870135,0.05392895
0.31963853,0.87904331,0.68206702,0.99400664,0.04713177
0.33941163,0.76532958,0.70231720,0.95106919,0.04704182
0.30367909,0.88294911,0.63086354,1.00093339,0.05781336
0.23342949,0.76942747,0.78359785,0.94329893,0.04687688
0.36738058,0.76358775,0.68534501,0.95029138,0.05485210
0.38702875,0.74476656,0.69106882,1.00134771,0.05872449
0.34930571,0.73310567,0.79223888,0.96489872,0.04701827
0.31347857,0.75423128,0.79487395,0.97750791,0.04411443
0.26374408,0.80056934,0.70054571,0.94099023,0.05996676
0.38026040,0.79676013,0.62555243,0.97009017,0.05708729
0.39159632,0.82566843,0.75786082,0.92579740,0.05184961
0.37797575,0.80765228,0.62326391,0.99124512,0.04709273
0.37753455,0.84175854,0.75767947,0.95173937,0.05818280
0.31060627,0.73236146,0.75866099,1.00825455,0.05934001
0.25257175,0.85201231,0.79511158,0.94301582,0.05080616
0.35265825,0.73336245,0.74469873,1.00299001,0.04718415
0.23705520,0.88856096,0.64256402,0.98634095,0.05180580
0.24690273,0.83049050,0.62157566,0.99049858,0.05293567
0.34404950,0.85640085,0.77812252,0.92441529,0.05583352
0.36518147,0.78495270,0.62666642,0.99326716,0.04137184
0.28348376,0.87940264,0.61754485,0.96762082,0.04759051
0.35710197,0.78521326,0.78530301,0.93946550,0.04365427
0.31130119,0.78004294,0.77384249,1.00079742,0.05548738
0.32806387,0.89959815,0.62985513,0.98420315,0.05717624
0.28561408,0.88962093,0.76608096,0.96086146,0.05828937
0.38898389,0.87643882,0.66784338,0.99590100,0.05846618
0.24509127,0.74500389,0.71555242,0.92765174,0.05677544
0.23607976,0.76164403,0.60975140,0.92455752,0.04434571
0.36563301,0.79151296,0.76690273,0.98162807,0.05687529
0.34168843,0.88140702,0.61533635,0.99541720,0.04866758
0.39054347,0.83878796,0.77673659,0.97986145,0.05156836
0.28959996,0.73638093,0.63315834,0.93063693,0.04950172
0.34952519,0.78742193,0.71933785,0.93096554,0.04319386
0.28332342,0.82594237,0.65636207,0.99524725,0.05707794
0.38843883,0.84460466,0.63705925,0.94174802,0.04776809
0.38092200,0.75870137,0.78750577,0.95767821,0.05398770
